BIOGUIDE_ID;OFFICE;QUARTER;PROGRAM;CATEGORY;DATE;TRANSCODE;RECORDID;PAYEE;START DATE;END DATE;PURPOSE;AMOUNT;YEAR;RECIP (orig.)
M001151;HON. TIM MURPHY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.03.17;AP;E0473300;ACCURATE WORD LLC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;94.95;2016;ACCURATE WORD LLC
M001151;HON. TIM MURPHY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.10.17;AP;E0476989;ACCURATE WORD LLC;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;198;2016;ACCURATE WORD LLC
M001151;HON. TIM MURPHY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0476466;ACCURATE WORD LLC;12/27/2016;12/27/2016;PRINTING & REPRODUCTION;214.9;2016;ACCURATE WORD LLC
M001151;HON. TIM MURPHY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0483358;FEDEX OFFICE AND PRINT SERVICES INC;11.03.16;12.01.16;PRINTING & REPRODUCTION;51.25;2016;FEDEX OFFICE AND PRINT SERVICES INC
N000002;HON. JERROLD NADLER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;E0501423;DAVID L ANDRUKITIS INC;3/22/2017;3/22/2017;PRINTING & REPRODUCTION;40;2017;DAVID L ANDRUKITIS INC
N000002;HON. JERROLD NADLER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0478534;DAVID L ANDRUKITIS INC;12.09.16;12.09.16;PRINTING & REPRODUCTION;357.5;2016;DAVID L ANDRUKITIS INC
N000179;HON. GRACE F. NAPOLITANO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/23/2017;AP;E0480780;ACCURATE WORD LLC;1/16/2017;1/16/2017;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
N000179;HON. GRACE F. NAPOLITANO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;E0496110;ACCURATE WORD LLC;03.02.17;03.02.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
N000015;HON. RICHARD R. NEAL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0490837;DAVID L ANDRUKITIS INC;02.01.17;02.01.17;PRINTING & REPRODUCTION;327.5;2017;DAVID L ANDRUKITIS INC
N000015;HON. RICHARD R. NEAL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/13/2017;AP;E0496150;DAVID L ANDRUKITIS INC;03.03.17;03.03.17;PRINTING & REPRODUCTION;175;2017;DAVID L ANDRUKITIS INC
N000015;HON. RICHARD R. NEAL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/30/2017;AP;E0501638;DAVID L ANDRUKITIS INC;03.10.17;03.10.17;PRINTING & REPRODUCTION;937.5;2017;DAVID L ANDRUKITIS INC
N000015;HON. RICHARD R. NEAL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/30/2017;AP;E0483145;DAVID L ANDRUKITIS INC;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;157.5;2016;DAVID L ANDRUKITIS INC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0491002;ACCURATE WORD LLC;2/16/2017;2/16/2017;PRINTING & REPRODUCTION;239.6;2017;ACCURATE WORD LLC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0491150;ACCURATE WORD LLC;2/20/2017;2/20/2017;PRINTING & REPRODUCTION;184.85;2017;ACCURATE WORD LLC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0491707;ACCURATE WORD LLC;2/21/2017;2/21/2017;PRINTING & REPRODUCTION;154;2017;ACCURATE WORD LLC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;02.02.17;02.02.17;PRINTING & REPRODUCTION;48.84;2017;PUBLIC PRINTER
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0476009;ACCURATE WORD LLC;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;1011;2016;ACCURATE WORD LLC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0476011;ACCURATE WORD LLC;12/23/2016;12/23/2016;PRINTING & REPRODUCTION;39.95;2016;ACCURATE WORD LLC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0476012;ACCURATE WORD LLC;12/27/2016;12/27/2016;PRINTING & REPRODUCTION;199.75;2016;ACCURATE WORD LLC
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/14/2017;AP;E0485917;THE FRANKING GROUP;12/23/2016;12/23/2016;PRINTING & REPRODUCTION;25472;2016;THE FRANKING GROUP
N000189;HON. DAN NEWHOUSE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0498987;SHARP ELECTRONICS CORPORATION;10.01.16;12/29/2016;PRINTING & REPRODUCTION;888.54;2016;SHARP ELECTRONICS CORPORATION
N000184;HON. KRISTI L. NOEM;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.03.17;AP;E0489553;ACCURATE WORD LLC;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;79.9;2017;ACCURATE WORD LLC
N000184;HON. KRISTI L. NOEM;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/17/2017;AP;E0495227;MARCO TECHNOLOGIES LLC;2/22/2017;2/22/2017;PRINTING & REPRODUCTION;175.73;2017;MARCO TECHNOLOGIES LLC
N000184;HON. KRISTI L. NOEM;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0498189;ACCURATE WORD LLC;03.02.17;03.02.17;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
N000184;HON. KRISTI L. NOEM;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;48.84;2017;PUBLIC PRINTER
N000184;HON. KRISTI L. NOEM;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.08.17;AP;E0473554;ACCURATE WORD LLC;12.06.16;12.06.16;PRINTING & REPRODUCTION;861.01;2016;ACCURATE WORD LLC
N000127;HON. RICHARD M. NOLAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/28/2017;AP;E0488113;METRO SALES INC;01.01.17;1/31/2017;PRINTING & REPRODUCTION;16.82;2017;METRO SALES INC
N000127;HON. RICHARD M. NOLAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/23/2017;AP;E0496245;METRO SALES INC;02.01.17;2/28/2017;PRINTING & REPRODUCTION;21.07;2017;METRO SALES INC
N000127;HON. RICHARD M. NOLAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/23/2017;AP;E0496244;METRO SALES INC;12.01.16;12/31/2016;PRINTING & REPRODUCTION;9.15;2016;METRO SALES INC
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0488489;PARKER KARL K.;1/24/2017;1/24/2017;PRINTING & REPRODUCTION;151.85;2017;PARKER KARL K.
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0489946;CURT HUDSON;1/26/2017;1/26/2017;PRINTING & REPRODUCTION;175;2017;CURT HUDSON
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0493426;PARKER KARL K.;2/21/2017;2/21/2017;PRINTING & REPRODUCTION;2.66;2017;PARKER KARL K.
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/15/2017;AP;E0497776;DAVID L ANDRUKITIS INC;03.06.17;03.06.17;PRINTING & REPRODUCTION;99;2017;DAVID L ANDRUKITIS INC
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.03.17;AP;E0473911;U.S. CAPITOL HISTORICAL SOCIETY;11/30/2016;11/30/2016;PRINTING & REPRODUCTION;1100;2016;U.S. CAPITOL HISTORICAL SOCIETY
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.03.17;AP;E0473914;U.S. CAPITOL HISTORICAL SOCIETY;11/30/2016;11/30/2016;PRINTING & REPRODUCTION;130;2016;U.S. CAPITOL HISTORICAL SOCIETY
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.05.17;AP;E0474610;TK PROMOTIONS INC;12/29/2016;12/29/2016;PRINTING & REPRODUCTION;4792.73;2016;TK PROMOTIONS INC
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/17/2017;AP;E0478655;BSL GEM LASER EXPRESS LLC;10.01.16;12/31/2016;PRINTING & REPRODUCTION;531.39;2016;BSL GEM LASER EXPRESS LLC
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.03.17;AR;AC-12832;DAVID L ANDRUKITUS INC;11/28/2016;11/28/2016;PRINTING & REPRODUCTION;-964.36;2016;DAVID L ANDRUKITUS INC
N000188;HON. DONALD NORCROSS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.03.17;AR;AC-12833;DAVID L ANDRUKITUS INC;12/13/2016;12/13/2016;PRINTING & REPRODUCTION;-87.5;2016;DAVID L ANDRUKITUS INC
N000147;HON. ELEANOR HOLMES NORTON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491478;ACCURATE WORD LLC;02.08.17;02.08.17;PRINTING & REPRODUCTION;244;2017;ACCURATE WORD LLC
N000147;HON. ELEANOR HOLMES NORTON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491482;DAVID L ANDRUKITIS INC;2/15/2017;2/15/2017;PRINTING & REPRODUCTION;33.5;2017;DAVID L ANDRUKITIS INC
N000147;HON. ELEANOR HOLMES NORTON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491483;DAVID L ANDRUKITIS INC;02.06.17;02.06.17;PRINTING & REPRODUCTION;58.5;2017;DAVID L ANDRUKITIS INC
N000147;HON. ELEANOR HOLMES NORTON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/29/2017;AP;E0500575;DAVID L ANDRUKITIS INC;3/16/2017;3/16/2017;PRINTING & REPRODUCTION;33.5;2017;DAVID L ANDRUKITIS INC
N000147;HON. ELEANOR HOLMES NORTON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/18/2017;AP;E0480200;DAVID L ANDRUKITIS INC;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;837.5;2016;DAVID L ANDRUKITIS INC
N000185;HON. RICHARD B. NUGENT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.10.17;AP;E0485697;LESTER DEAN A.;11/23/2016;11/23/2016;PRINTING & REPRODUCTION;1.06;2016;LESTER DEAN A.
N000181;HON. DEVIN NUNES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;904174;CITI PCARD-THE AMERICAN INTEREST;01.03.17;1/28/2017;PRINTING & REPRODUCTION;2.99;2017;CITI PCARD-THE AMERICAN INTEREST
N000181;HON. DEVIN NUNES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0493268;ACCURATE WORD LLC;1/27/2017;1/27/2017;PRINTING & REPRODUCTION;74.95;2017;ACCURATE WORD LLC
N000181;HON. DEVIN NUNES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0493269;ACCURATE WORD LLC;02.01.17;02.01.17;PRINTING & REPRODUCTION;74.95;2017;ACCURATE WORD LLC
N000181;HON. DEVIN NUNES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;02.07.17;02.07.17;PRINTING & REPRODUCTION;145.34;2017;PUBLIC PRINTER
N000181;HON. DEVIN NUNES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/25/2017;AP;E0480474;CENTRAL VALLEY BUSINESS FORMS INC;9/30/2016;9/30/2016;PRINTING & REPRODUCTION;3774.21;2016;CENTRAL VALLEY BUSINESS FORMS INC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/23/2017;AP;E0480913;ACCURATE WORD LLC;01.10.17;01.10.17;PRINTING & REPRODUCTION;665;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/25/2017;AP;E0480912;ACCURATE WORD LLC;01.03.17;01.03.17;PRINTING & REPRODUCTION;489.65;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0484886;ACCURATE WORD LLC;1/30/2017;1/30/2017;PRINTING & REPRODUCTION;159.9;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/13/2017;AP;E0484884;DAVIS ARLO G.;01.11.17;01.11.17;PRINTING & REPRODUCTION;95.14;2017;DAVIS ARLO G.
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/15/2017;AP;E0487636;ACCURATE WORD LLC;02.08.17;02.08.17;PRINTING & REPRODUCTION;81.9;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/15/2017;AP;E0487655;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;239.85;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;904174;CITI PCARD-CANVA FOR WORK YEARLY;01.03.17;1/28/2017;PRINTING & REPRODUCTION;119.4;2017;CITI PCARD-CANVA FOR WORK YEARLY
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0489819;ACCURATE WORD LLC;2/16/2017;2/16/2017;PRINTING & REPRODUCTION;169.95;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/22/2017;AP;902450;THE SIGN SHOP OF CG LLC;1/26/2017;1/26/2017;PRINTING & REPRODUCTION;245.66;2017;THE SIGN SHOP OF CG LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0492308;ACCURATE WORD LLC;2/20/2017;2/20/2017;PRINTING & REPRODUCTION;172.85;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;E0496103;ACCURATE WORD LLC;03.07.17;03.07.17;PRINTING & REPRODUCTION;92.9;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;E0496152;ACCURATE WORD LLC;03.06.17;03.06.17;PRINTING & REPRODUCTION;79.95;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;E0496769;ACCURATE WORD LLC;03.08.17;03.08.17;PRINTING & REPRODUCTION;239.9;2017;ACCURATE WORD LLC
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.12.17;AP;E0492309;SIGN A RAMA FLAGSTAFF;1/24/2017;1/24/2017;PRINTING & REPRODUCTION;338.08;2017;SIGN A RAMA FLAGSTAFF
O000171;HON. TOM O'HALLERAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/24/2017;AP;E0498507;LOOKS GOOD PRINTING AND SIGN SERVICES;3/13/2017;3/13/2017;PRINTING & REPRODUCTION;1241.12;2017;LOOKS GOOD PRINTING AND SIGN SERVICES
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/17/2017;AP;E0496863;TOVAR PRINTING INC;1/31/2017;1/31/2017;PRINTING & REPRODUCTION;122;2017;TOVAR PRINTING INC
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.09.17;AP;E0475168;TOVAR PRINTING INC;12.09.16;12.09.16;PRINTING & REPRODUCTION;891;2016;TOVAR PRINTING INC
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0479181;ACCURATE WORD LLC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;1589.64;2016;ACCURATE WORD LLC
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/18/2017;AP;E0479179;TOVAR PRINTING INC;12.07.16;12.07.16;PRINTING & REPRODUCTION;45;2016;TOVAR PRINTING INC
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;900647;CITI PCARD-FEDEXOFFICE;11/29/2016;12/28/2016;PRINTING & REPRODUCTION;12;2016;CITI PCARD-FEDEXOFFICE
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0489170;ACCURATE WORD LLC;12/21/2016;12/21/2016;PRINTING & REPRODUCTION;719.55;2016;ACCURATE WORD LLC
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0489171;ACCURATE WORD LLC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;159.9;2016;ACCURATE WORD LLC
O000170;"HON. BETO O""ROURKE";2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0489172;ACCURATE WORD LLC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;495.6;2016;ACCURATE WORD LLC
O000168;HON. PETE OLSON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.07.17;AP;E0485473;ACCURATE WORD LLC;02.02.17;02.02.17;PRINTING & REPRODUCTION;160;2017;ACCURATE WORD LLC
O000168;HON. PETE OLSON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0488763;ACCURATE WORD LLC;02.06.17;02.06.17;PRINTING & REPRODUCTION;149.75;2017;ACCURATE WORD LLC
O000168;HON. PETE OLSON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/22/2017;AP;E0498221;ACCURATE WORD LLC;03.06.17;03.06.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
O000168;HON. PETE OLSON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/22/2017;AP;E0498222;ACCURATE WORD LLC;03.10.17;03.10.17;PRINTING & REPRODUCTION;79.9;2017;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/23/2017;AP;E0489151;ACCURATE WORD LLC;02.07.17;02.07.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.01.17;AP;E0489154;SOUTH MISSISSIPPI BUSINESS MACHINES;01.01.17;1/31/2017;PRINTING & REPRODUCTION;11.41;2017;SOUTH MISSISSIPPI BUSINESS MACHINES
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0490952;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0492537;ACCURATE WORD LLC;2/17/2017;2/17/2017;PRINTING & REPRODUCTION;69.9;2017;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0494179;ACCURATE WORD LLC;2/24/2017;2/24/2017;PRINTING & REPRODUCTION;119.85;2017;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0494180;ACCURATE WORD LLC;2/28/2017;2/28/2017;PRINTING & REPRODUCTION;1188.25;2017;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0494181;SOUTH MISSISSIPPI BUSINESS MACHINES;02.01.17;2/28/2017;PRINTING & REPRODUCTION;80.79;2017;SOUTH MISSISSIPPI BUSINESS MACHINES
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.03.17;AP;E0471215;SIGNS FIRST OF GULFPORT;10/26/2016;10/26/2016;PRINTING & REPRODUCTION;411.7;2016;SIGNS FIRST OF GULFPORT
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.04.17;AP;E0471221;JONES BRIDGETTE;12.03.16;12.03.16;PRINTING & REPRODUCTION;20.82;2016;JONES BRIDGETTE
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;E0477651;SOUTH MISSISSIPPI BUSINESS MACHINES;12.01.16;12/31/2016;PRINTING & REPRODUCTION;224.25;2016;SOUTH MISSISSIPPI BUSINESS MACHINES
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/20/2017;AP;E0478219;ACCURATE WORD LLC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;1038;2016;ACCURATE WORD LLC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.01.17;AP;E0489159;RJ YOUNG COMPANY INC;9/28/2016;12/27/2016;PRINTING & REPRODUCTION;13.8;2016;RJ YOUNG COMPANY INC
P000601;HON. STEVEN M. PALAZZO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;E0492541;XEROX CORPORATION;9/30/2016;12/30/2016;PRINTING & REPRODUCTION;107.54;2016;XEROX CORPORATION
P000034;HON. FRANK PALLONE  JR.;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.08.17;AP;E0494309;DAVID L ANDRUKITIS INC;2/23/2017;2/23/2017;PRINTING & REPRODUCTION;33.5;2017;DAVID L ANDRUKITIS INC
P000034;HON. FRANK PALLONE  JR.;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;E0501518;DAVID L ANDRUKITIS INC;3/13/2017;3/13/2017;PRINTING & REPRODUCTION;100.5;2017;DAVID L ANDRUKITIS INC
P000034;HON. FRANK PALLONE  JR.;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.10.17;AP;E0476395;DAVID L ANDRUKITIS INC;12/20/2016;12/20/2016;PRINTING & REPRODUCTION;1797.5;2016;DAVID L ANDRUKITIS INC
P000034;HON. FRANK PALLONE  JR.;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0482502;JERRY CASCIANO;8/26/2016;8/26/2016;PRINTING & REPRODUCTION;300;2016;JERRY CASCIANO
P000034;HON. FRANK PALLONE  JR.;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;E0501372;ROYAL PRINTING SERVICE;12/28/2016;12/28/2016;PRINTING & REPRODUCTION;37500;2016;ROYAL PRINTING SERVICE
P000609;HON. GARY J. PALMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;01.06.17;01.06.17;PRINTING & REPRODUCTION;97.68;2017;PUBLIC PRINTER
P000609;HON. GARY J. PALMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;01.11.17;01.11.17;PRINTING & REPRODUCTION;36.71;2017;PUBLIC PRINTER
